,State,County,Median AQI,FIPS,Income
626,North Dakota,Mercer,41,38057.0,66823
627,North Dakota,Oliver,42,38065.0,55494
628,North Dakota,Ward,42,38101.0,66524
629,Ohio,Allen,44,39003.0,54010
630,Ohio,Ashtabula,42,39007.0,50508
631,Ohio,Athens,31,39009.0,42018
632,Ohio,Belmont,31,39013.0,51534
633,Ohio,Butler,56,39017.0,58192
634,Ohio,Clark,50,39023.0,50553
635,Ohio,Clermont,41,39025.0,63599
636,Ohio,Clinton,44,39027.0,53901
637,Ohio,Columbiana,11,39029.0,47871
638,Ohio,Cuyahoga,57,39035.0,68360
639,Ohio,Delaware,41,39041.0,93124
640,Ohio,Franklin,54,39049.0,63874
641,Ohio,Geauga,41,39055.0,86579
642,Ohio,Greene,44,39057.0,64628
643,Ohio,Hamilton,54,39061.0,75833
644,Ohio,Jefferson,49,39081.0,48346
645,Ohio,Knox,42,39083.0,55379
646,Ohio,Lake,42,39085.0,63667
647,Ohio,Lawrence,46,39087.0,51367
648,Ohio,Licking,43,39089.0,58710
649,Ohio,Lorain,37,39093.0,59141
650,Ohio,Lucas,45,39095.0,57012
651,Ohio,Madison,44,39097.0,54404
652,Ohio,Mahoning,49,39099.0,54630
653,Ohio,Medina,44,39103.0,70562
654,Ohio,Miami,43,39109.0,60457
655,Ohio,Montgomery,51,39113.0,58304
656,Ohio,Noble,39,39121.0,33492
657,Ohio,Portage,43,39133.0,57326
658,Ohio,Preble,46,39135.0,52241
659,Ohio,Scioto,44,39145.0,49423
660,Ohio,Stark,52,39151.0,56961
661,Ohio,Summit,46,39153.0,64598
662,Ohio,Trumbull,48,39155.0,49159
663,Ohio,Warren,44,39165.0,77881
664,Ohio,Washington,42,39167.0,55168
665,Ohio,Wood,40,39173.0,59887
666,Oklahoma,Adair,51,40001.0,42679
667,Oklahoma,Canadian,45,40017.0,56000
668,Oklahoma,Carter,48,40019.0,53086
669,Oklahoma,Cleveland,52,40027.0,54522
670,Oklahoma,Comanche,46,40031.0,51375
671,Oklahoma,Creek,44,40037.0,50595
672,Oklahoma,Dewey,46,40043.0,60783
673,Oklahoma,Grant,32,40053.0,62676
674,Oklahoma,Jefferson,46,40067.0,44947
675,Oklahoma,Johnston,46,40069.0,50204
676,Oklahoma,Kay,49,40071.0,49623
677,Oklahoma,Mayes,42,40097.0,47773
678,Oklahoma,McClain,48,40087.0,58603
679,Oklahoma,Nowata,54,40105.0,49125
680,Oklahoma,Oklahoma,53,40109.0,72954
681,Oklahoma,Osage,43,40113.0,45299
682,Oklahoma,Ottawa,54,40115.0,47987
683,Oklahoma,Pittsburg,49,40121.0,45267
684,Oklahoma,Pontotoc,42,40123.0,56112
685,Oklahoma,Sequoyah,46,40135.0,44534
686,Oklahoma,Tulsa,53,40143.0,78619
687,Oregon,Baker,30,41001.0,52392
688,Oregon,Clackamas,34,41005.0,80269
689,Oregon,Columbia,29,41009.0,59020
690,Oregon,Crook,33,41013.0,57968
691,Oregon,Deschutes,28,41017.0,81025
692,Oregon,Grant,44,41023.0,54969
693,Oregon,Harney,43,41025.0,53228
694,Oregon,Jackson,45,41029.0,62541
695,Oregon,Jefferson,31,41031.0,46111
696,Oregon,Josephine,44,41033.0,55038
697,Oregon,Klamath,39,41035.0,51246
698,Oregon,Lake,28,41037.0,50163
699,Oregon,Lane,49,41039.0,61634
700,Oregon,Linn,34,41043.0,57016
701,Oregon,Marion,38,41047.0,58470
702,Oregon,Multnomah,38,41051.0,75772
703,Oregon,Umatilla,42,41059.0,53253
704,Oregon,Union,26,41061.0,53469
705,Oregon,Wallowa,25,41063.0,59576
706,Oregon,Wasco,27,41065.0,56865
707,Oregon,Washington,36,41067.0,79139
708,Pennsylvania,Adams,50,42001.0,58880
709,Pennsylvania,Allegheny,56,42003.0,75468
710,Pennsylvania,Armstrong,44,42005.0,58854
711,Pennsylvania,Beaver,52,42007.0,58206
712,Pennsylvania,Berks,48,42011.0,61575
713,Pennsylvania,Blair,43,42013.0,57782
714,Pennsylvania,Bradford,40,42015.0,50930
715,Pennsylvania,Bucks,39,42017.0,92846
716,Pennsylvania,Cambria,46,42021.0,50932
717,Pennsylvania,Centre,45,42027.0,57800
718,Pennsylvania,Chester,45,42029.0,108215
719,Pennsylvania,Cumberland,44,42041.0,68998
720,Pennsylvania,Dauphin,52,42043.0,60670
721,Pennsylvania,Delaware,50,42045.0,83368
722,Pennsylvania,Elk,35,42047.0,53862
723,Pennsylvania,Erie,42,42049.0,54694
724,Pennsylvania,Fayette,44,42051.0,51467
725,Pennsylvania,Franklin,39,42055.0,58380
726,Pennsylvania,Greene,44,42059.0,52757
727,Pennsylvania,Indiana,41,42063.0,48336
728,Pennsylvania,Lackawanna,44,42069.0,56985
729,Pennsylvania,Lancaster,58,42071.0,66876
730,Pennsylvania,Lawrence,34,42073.0,53835
731,Pennsylvania,Lebanon,47,42075.0,58851
732,Pennsylvania,Lehigh,43,42077.0,65898
733,Pennsylvania,Lycoming,38,42081.0,53630
734,Pennsylvania,Mercer,44,42085.0,51133
735,Pennsylvania,Monroe,34,42089.0,54716
736,Pennsylvania,Montgomery,44,42091.0,101172
737,Pennsylvania,Northampton,46,42095.0,68050
738,Pennsylvania,Philadelphia,58,42101.0,61829
739,Pennsylvania,Somerset,35,42111.0,49685
740,Pennsylvania,Susquehanna,28,42115.0,61452
741,Pennsylvania,Tioga,41,42117.0,47580
742,Pennsylvania,Washington,51,42125.0,75091
743,Pennsylvania,Westmoreland,42,42129.0,64021
744,Pennsylvania,Wyoming,27,42131.0,57180
745,Pennsylvania,York,48,42133.0,60915
746,Rhode Island,Kent,40,44003.0,72004
747,Rhode Island,Providence,46,44007.0,58572
748,Rhode Island,Washington,40,44009.0,83586
749,South Carolina,Aiken,39,45003.0,53883
750,South Carolina,Anderson,42,45007.0,50288
751,South Carolina,Berkeley,36,45015.0,55131
752,South Carolina,Charleston,47,45019.0,83294
753,South Carolina,Chesterfield,42,45025.0,40396
754,South Carolina,Darlington,40,45031.0,49772
755,South Carolina,Edgefield,44,45037.0,50938
756,South Carolina,Florence,49,45041.0,54943
757,South Carolina,Greenville,52,45045.0,60866
758,South Carolina,Horry,43,45051.0,51033
759,South Carolina,Lexington,41,45063.0,60682
760,South Carolina,Richland,47,45079.0,57160
761,South Carolina,Spartanburg,51,45083.0,53700
762,South Carolina,York,47,45091.0,62604
763,South Dakota,Brookings,42,46011.0,62408
764,South Dakota,Brown,29,46013.0,75470
765,South Dakota,Clay,43,46027.0,49412
766,South Dakota,Codington,45,46029.0,67768
767,South Dakota,Custer,43,46033.0,68449
768,South Dakota,Hughes,14,46065.0,67656
769,South Dakota,Jackson,43,46071.0,45622
770,South Dakota,Meade,43,46093.0,57635
771,South Dakota,Minnehaha,44,46099.0,74873
772,South Dakota,Pennington,45,46103.0,73485
773,Tennessee,Anderson,41,47001.0,56260
774,Tennessee,Blount,46,47009.0,58447
775,Tennessee,Claiborne,38,47025.0,44367
776,Tennessee,Davidson,53,47037.0,92496
777,Tennessee,DeKalb,37,47041.0,50940
778,Tennessee,Dyer,39,47045.0,53828
779,Tennessee,Hamilton,51,47065.0,65525
780,Tennessee,Jefferson,42,47089.0,48184
781,Tennessee,Knox,52,47093.0,67323
782,Tennessee,Lawrence,41,47099.0,43273
783,Tennessee,Loudon,42,47105.0,70063
784,Tennessee,Madison,43,47113.0,55537
785,Tennessee,Maury,36,47119.0,57191
786,Tennessee,McMinn,39,47107.0,45629
787,Tennessee,Montgomery,36,47125.0,52478
788,Tennessee,Putnam,38,47141.0,51132
789,Tennessee,Roane,36,47145.0,53353
790,Tennessee,Sevier,45,47155.0,57533
791,Tennessee,Shelby,52,47157.0,61979
792,Tennessee,Sullivan,42,47163.0,54453
793,Tennessee,Sumner,45,47165.0,67865
794,Tennessee,Williamson,43,47187.0,128610
795,Tennessee,Wilson,42,47189.0,68675
796,Texas,Atascosa,42,48013.0,48387
797,Texas,Bell,44,48027.0,51898
798,Texas,Bexar,52,48029.0,57096
799,Texas,Bowie,53,48037.0,51132
800,Texas,Brazoria,36,48039.0,60088
801,Texas,Brazos,39,48041.0,50236
802,Texas,Brewster,43,48043.0,58475
803,Texas,Cameron,54,48061.0,38523
804,Texas,Collin,41,48085.0,86860
805,Texas,Culberson,20,48109.0,96410
806,Texas,Dallas,55,48113.0,79626
807,Texas,Denton,49,48121.0,77733
808,Texas,Ector,33,48135.0,58961
809,Texas,El Paso,64,48141.0,46753
810,Texas,Ellis,36,48139.0,57977
811,Texas,Galveston,51,48167.0,64574
812,Texas,Gregg,35,48183.0,59997
813,Texas,Harris,64,48201.0,73862
814,Texas,Harrison,47,48203.0,50269
815,Texas,Hidalgo,44,48215.0,34373
816,Texas,Hood,39,48221.0,66521
817,Texas,Hunt,37,48231.0,50287
818,Texas,Jefferson,54,48245.0,50131
819,Texas,Johnson,38,48251.0,55487
820,Texas,Karnes,7,48255.0,83442
821,Texas,Kaufman,46,48257.0,53843
822,Texas,Kleberg,44,48273.0,49333
823,Texas,Lubbock,25,48303.0,54313
824,Texas,Maverick,34,48323.0,41009
825,Texas,McLennan,52,48309.0,53941
826,Texas,Montgomery,53,48339.0,78644
827,Texas,Navarro,46,48349.0,46891
828,Texas,Nueces,48,48355.0,56833
829,Texas,Orange,46,48361.0,51982
830,Texas,Parker,39,48367.0,74009
831,Texas,Polk,37,48373.0,49945
832,Texas,Potter,26,48375.0,58933
833,Texas,Randall,44,48381.0,60604
834,Texas,Rockwall,34,48397.0,77307
835,Texas,Smith,38,48423.0,66887
836,Texas,Tarrant,57,48439.0,65765
837,Texas,Travis,54,48453.0,91887
838,Texas,Victoria,31,48469.0,58912
839,Texas,Webb,44,48479.0,42757
840,Texas,Wilson,7,48493.0,59578
841,Utah,Box Elder,38,49003.0,50990
842,Utah,Cache,48,49005.0,50603
843,Utah,Carbon,42,49007.0,49335
844,Utah,Davis,47,49011.0,62449
845,Utah,Duchesne,51,49013.0,51352
846,Utah,Garfield,10,49017.0,53930
847,Utah,Grand,49,49019.0,77028
848,Utah,Iron,42,49021.0,42301
849,Utah,Salt Lake,54,49035.0,71787
850,Utah,San Juan,45,49037.0,38753
851,Utah,Tooele,45,49045.0,50274
852,Utah,Uintah,50,49047.0,41619
853,Utah,Utah,48,49049.0,57619
854,Utah,Washington,43,49053.0,54405
855,Utah,Wayne,12,49055.0,56495
856,Utah,Weber,47,49057.0,55832
857,Vermont,Bennington,38,50003.0,65638
858,Vermont,Chittenden,42,50007.0,76222
859,Vermont,Rutland,38,50021.0,61702
860,Vermont,Windham,14,50025.0,59401
861,Virginia,Arlington,38,51013.0,124345
862,Virginia,Caroline,40,51033.0,54299
863,Virginia,Chesterfield,41,51041.0,66800
864,Virginia,Fauquier,39,51061.0,86886
865,Virginia,Giles,39,51071.0,53100
866,Virginia,Hampton City,43,51650.0,52364
867,Virginia,Hanover,40,51085.0,77005
868,Virginia,Henrico,46,51087.0,77783
869,Virginia,Loudoun,39,51107.0,102229
870,Virginia,Madison,42,51113.0,60259
871,Virginia,Norfolk City,18,51710.0,51434
872,Virginia,Prince Edward,34,51147.0,42333
873,Virginia,Richmond City,45,51760.0,44081
874,Virginia,Richmond City,45,51760.0,76912
875,Virginia,Roanoke,43,51770.0,56075
876,Virginia,Stafford,37,51179.0,68098
877,Virginia,Suffolk City,40,51800.0,66130
878,Virginia,Virginia Beach City,41,51810.0,72091
879,Virginia,Wythe,40,51197.0,47343
880,Washington,Adams,21,53001.0,52466
881,Washington,Asotin,49,53003.0,57199
882,Washington,Benton,41,53005.0,56969
883,Washington,Chelan,34,53007.0,68356
884,Washington,Clallam,37,53009.0,60321
885,Washington,Clark,35,53011.0,69318
886,Washington,Columbia,39,53013.0,62070
887,Washington,Cowlitz,22,53015.0,57947
888,Washington,Franklin,26,53021.0,48029
889,Washington,Garfield,17,53023.0,57405
890,Washington,Grant,32,53025.0,49727
891,Washington,Grays Harbor,23,53027.0,49968
892,Washington,Jefferson,21,53031.0,68457
893,Washington,King,46,53033.0,122235
894,Washington,Kitsap,22,53035.0,73841
895,Washington,Kittitas,29,53037.0,60053
896,Washington,Klickitat,20,53039.0,57126
897,Washington,Lewis,25,53041.0,59759
898,Washington,Mason,24,53045.0,54701
899,Washington,Okanogan,49,53047.0,52446
900,Washington,Pacific,20,53049.0,50282
901,Washington,Pierce,42,53053.0,65188
902,Washington,Skagit,30,53057.0,67173
903,Washington,Snohomish,38,53061.0,75320
904,Washington,Spokane,42,53063.0,58630
905,Washington,Stevens,46,53065.0,49484
906,Washington,Thurston,28,53067.0,65892
907,Washington,Walla Walla,28,53071.0,56420
908,Washington,Whatcom,31,53073.0,62095
909,Washington,Whitman,26,53075.0,48522
910,Washington,Yakima,46,53077.0,51488
911,West Virginia,Berkeley,44,54003.0,54940
912,West Virginia,Brooke,19,54009.0,53325
913,West Virginia,Cabell,44,54011.0,54209
914,West Virginia,Greenbrier,38,54025.0,50142
915,West Virginia,Hancock,36,54029.0,53854
916,West Virginia,Harrison,39,54033.0,63351
917,West Virginia,Kanawha,42,54039.0,61400
918,West Virginia,Marion,39,54049.0,51911
919,West Virginia,Marshall,52,54051.0,51767
920,West Virginia,Monongalia,42,54061.0,58418
921,West Virginia,Ohio,41,54069.0,67565
922,West Virginia,Tucker,36,54093.0,57622
923,West Virginia,Wood,41,54107.0,58971
924,Wisconsin,Ashland,40,55003.0,49350
925,Wisconsin,Brown,44,55009.0,65199
926,Wisconsin,Columbia,44,55021.0,67169
927,Wisconsin,Dane,50,55025.0,77996
928,Wisconsin,Dodge,46,55027.0,55856
929,Wisconsin,Door,41,55029.0,78073
930,Wisconsin,Eau Claire,46,55035.0,60575
931,Wisconsin,Fond du Lac,41,55039.0,60018
932,Wisconsin,Forest,42,55041.0,49367
933,Wisconsin,Grant,48,55043.0,53781
934,Wisconsin,Jackson,33,55053.0,52237
935,Wisconsin,Jefferson,44,55055.0,58374
936,Wisconsin,Kenosha,48,55059.0,60599
937,Wisconsin,Kewaunee,43,55061.0,58406
938,Wisconsin,La Crosse,45,55063.0,62336
939,Wisconsin,Manitowoc,40,55071.0,57585
940,Wisconsin,Marathon,41,55073.0,62707
941,Wisconsin,Milwaukee,52,55079.0,60114
942,Wisconsin,Monroe,37,55081.0,52978
943,Wisconsin,Outagamie,48,55087.0,64867
944,Wisconsin,Ozaukee,45,55089.0,104780
945,Wisconsin,Racine,44,55101.0,62570
946,Wisconsin,Rock,46,55105.0,56319
947,Wisconsin,Sauk,44,55111.0,66107
948,Wisconsin,Sheboygan,45,55117.0,63878
949,Wisconsin,Taylor,43,55119.0,50834
950,Wisconsin,Vilas,39,55125.0,65477
951,Wisconsin,Walworth,44,55127.0,67665
952,Wisconsin,Waukesha,52,55133.0,91766
953,Wyoming,Albany,48,56001.0,54052
954,Wyoming,Big Horn,39,56003.0,50641
955,Wyoming,Campbell,45,56005.0,62147
956,Wyoming,Carbon,8,56007.0,68521
957,Wyoming,Converse,42,56009.0,70943
958,Wyoming,Fremont,49,56013.0,56891
959,Wyoming,Johnson,40,56019.0,70887
960,Wyoming,Laramie,45,56021.0,65150
961,Wyoming,Lincoln,44,56023.0,73432
962,Wyoming,Natrona,42,56025.0,79846
963,Wyoming,Park,14,56029.0,77015
964,Wyoming,Platte,14,56031.0,59292
965,Wyoming,Sheridan,43,56033.0,73622
966,Wyoming,Sublette,47,56035.0,70620
967,Wyoming,Sweetwater,47,56037.0,64115
968,Wyoming,Teton,43,56039.0,471751
969,Wyoming,Uinta,6,56041.0,49350
970,Wyoming,Weston,42,56045.0,54380
