,County,Income,State
2337,Greenwood,"46,153",South Carolina
2338,Hampton,"44,723",South Carolina
2339,Horry,"51,033",South Carolina
2340,Jasper,"48,687",South Carolina
2341,Kershaw,"57,000",South Carolina
2342,Lancaster,"58,926",South Carolina
2343,Laurens,"43,851",South Carolina
2344,Lee,"44,427",South Carolina
2345,Lexington,"60,682",South Carolina
2346,McCormick,"49,183",South Carolina
2347,Marion,"43,174",South Carolina
2348,Marlboro,"38,787",South Carolina
2349,Newberry,"49,870",South Carolina
2350,Oconee,"57,361",South Carolina
2351,Orangeburg,"44,277",South Carolina
2352,Pickens,"49,294",South Carolina
2353,Richland,"57,160",South Carolina
2354,Saluda,"45,923",South Carolina
2355,Spartanburg,"53,700",South Carolina
2356,Sumter,"49,704",South Carolina
2357,Union,"40,314",South Carolina
2358,Williamsburg,"40,528",South Carolina
2359,York,"62,604",South Carolina
2360,Aurora,"62,896",South Dakota
2361,Beadle,"62,173",South Dakota
2362,Bennett,"50,005",South Dakota
2363,Bon Homme,"55,240",South Dakota
2364,Brookings,"62,408",South Dakota
2365,Brown,"75,470",South Dakota
2366,Brule,"74,055",South Dakota
2367,Buffalo,"36,239",South Dakota
2368,Butte,"51,470",South Dakota
2369,Campbell,"74,502",South Dakota
2370,Charles Mix,"57,355",South Dakota
2371,Clark,"92,623",South Dakota
2372,Clay,"49,412",South Dakota
2373,Codington,"67,768",South Dakota
2374,Corson,"39,427",South Dakota
2375,Custer,"68,449",South Dakota
2376,Davison,"67,849",South Dakota
2377,Day,"73,994",South Dakota
2378,Deuel,"75,160",South Dakota
2379,Dewey,"55,915",South Dakota
2380,Douglas,"76,934",South Dakota
2381,Edmunds,"93,731",South Dakota
2382,Fall River,"59,842",South Dakota
2383,Faulk,"92,449",South Dakota
2384,Grant,"74,933",South Dakota
2385,Gregory,"64,034",South Dakota
2386,Haakon,"84,084",South Dakota
2387,Hamlin,"69,757",South Dakota
2388,Hand,"88,410",South Dakota
2389,Hanson,"82,440",South Dakota
2390,Harding,"46,360",South Dakota
2391,Hughes,"67,656",South Dakota
2392,Hutchinson,"75,370",South Dakota
2393,Hyde,"76,842",South Dakota
2394,Jackson,"45,622",South Dakota
2395,Jerauld,"83,863",South Dakota
2396,Jones,"68,393",South Dakota
2397,Kingsbury,"81,021",South Dakota
2398,Lake,"89,740",South Dakota
2399,Lawrence,"75,362",South Dakota
2400,Lincoln,"88,589",South Dakota
2401,Lyman,"57,455",South Dakota
2402,McCook,"73,312",South Dakota
2403,McPherson,"78,240",South Dakota
2404,Marshall,"78,539",South Dakota
2405,Meade,"57,635",South Dakota
2406,Mellette,"49,520",South Dakota
2407,Miner,"82,324",South Dakota
2408,Minnehaha,"74,873",South Dakota
2409,Moody,"71,327",South Dakota
2410,Oglala Lakota,"36,222",South Dakota
2411,Pennington,"73,485",South Dakota
2412,Perkins,"53,149",South Dakota
2413,Potter,"78,059",South Dakota
2414,Roberts,"56,917",South Dakota
2415,Sanborn,"73,160",South Dakota
2416,Spink,"97,495",South Dakota
2417,Stanley,"79,790",South Dakota
2418,Sully,"98,031",South Dakota
2419,Todd,"37,812",South Dakota
2420,Tripp,"67,191",South Dakota
2421,Turner,"78,376",South Dakota
2422,Union,"139,931",South Dakota
2423,Walworth,"65,619",South Dakota
2424,Yankton,"70,996",South Dakota
2425,Ziebach,"37,969",South Dakota
2426,Anderson,"56,260",Tennessee
2427,Bedford,"47,850",Tennessee
2428,Benton,"43,832",Tennessee
2429,Bledsoe,"36,038",Tennessee
2430,Blount,"58,447",Tennessee
2431,Bradley,"50,014",Tennessee
2432,Campbell,"44,694",Tennessee
2433,Cannon,"48,732",Tennessee
2434,Carroll,"44,182",Tennessee
2435,Carter,"42,833",Tennessee
2436,Cheatham,"59,907",Tennessee
2437,Chester,"43,542",Tennessee
2438,Claiborne,"44,367",Tennessee
2439,Clay,"39,424",Tennessee
2440,Cocke,"42,387",Tennessee
2441,Coffee,"50,163",Tennessee
2442,Crockett,"50,106",Tennessee
2443,Cumberland,"48,091",Tennessee
2444,Davidson,"92,496",Tennessee
2445,Decatur,"52,005",Tennessee
2446,DeKalb,"50,940",Tennessee
2447,Dickson,"54,986",Tennessee
2448,Dyer,"53,828",Tennessee
2449,Fayette,"81,728",Tennessee
2450,Fentress,"43,102",Tennessee
2451,Franklin,"49,891",Tennessee
2452,Gibson,"49,536",Tennessee
2453,Giles,"47,548",Tennessee
2454,Grainger,"45,678",Tennessee
2455,Greene,"44,945",Tennessee
2456,Grundy,"40,453",Tennessee
2457,Hamblen,"50,094",Tennessee
2458,Hamilton,"65,525",Tennessee
2459,Hancock,"33,223",Tennessee
2460,Hardeman,"36,966",Tennessee
2461,Hardin,"47,525",Tennessee
2462,Hawkins,"44,192",Tennessee
2463,Haywood,"40,397",Tennessee
2464,Henderson,"48,395",Tennessee
2465,Henry,"55,959",Tennessee
2466,Hickman,"45,298",Tennessee
2467,Houston,"41,112",Tennessee
2468,Humphreys,"47,364",Tennessee
2469,Jackson,"40,132",Tennessee
2470,Jefferson,"48,184",Tennessee
2471,Johnson,"40,345",Tennessee
2472,Knox,"67,323",Tennessee
2473,Lake,"32,554",Tennessee
2474,Lauderdale,"41,198",Tennessee
2475,Lawrence,"43,273",Tennessee
2476,Lewis,"44,554",Tennessee
2477,Lincoln,"51,229",Tennessee
2478,Loudon,"70,063",Tennessee
2479,McMinn,"45,629",Tennessee
2480,McNairy,"40,085",Tennessee
2481,Macon,"41,530",Tennessee
2482,Madison,"55,537",Tennessee
2483,Marion,"51,590",Tennessee
2484,Marshall,"50,555",Tennessee
2485,Maury,"57,191",Tennessee
2486,Meigs,"41,017",Tennessee
2487,Monroe,"44,350",Tennessee
2488,Montgomery,"52,478",Tennessee
2489,Moore,"51,017",Tennessee
2490,Morgan,"40,237",Tennessee
2491,Obion,"51,945",Tennessee
2492,Overton,"42,000",Tennessee
2493,Perry,"37,048",Tennessee
2494,Pickett,"42,545",Tennessee
2495,Polk,"42,519",Tennessee
2496,Putnam,"51,132",Tennessee
2497,Rhea,"45,745",Tennessee
2498,Roane,"53,353",Tennessee
2499,Robertson,"56,484",Tennessee
2500,Rutherford,"54,623",Tennessee
2501,Scott,"39,326",Tennessee
2502,Sequatchie,"48,254",Tennessee
2503,Sevier,"57,533",Tennessee
2504,Shelby,"61,979",Tennessee
2505,Smith,"50,388",Tennessee
2506,Stewart,"50,483",Tennessee
2507,Sullivan,"54,453",Tennessee
2508,Sumner,"67,865",Tennessee
2509,Tipton,"52,829",Tennessee
2510,Trousdale,"40,015",Tennessee
2511,Unicoi,"45,593",Tennessee
2512,Union,"43,407",Tennessee
2513,Van Buren,"36,828",Tennessee
2514,Warren,"44,375",Tennessee
2515,Washington,"55,967",Washington
2516,Wayne,"38,758",Washington
2517,Weakley,"47,451",Washington
2518,White,"42,866",Washington
2519,Williamson,"128,610",Washington
2520,Wilson,"68,675",Washington
2521,Anderson,"46,478",Texas
2522,Andrews,"57,526",Texas
2523,Angelina,"51,080",Texas
2524,Aransas,"68,361",Texas
2525,Archer,"67,573",Texas
2526,Armstrong,"71,357",Texas
2527,Atascosa,"48,387",Texas
2528,Austin,"65,441",Texas
2529,Bailey,"57,209",Texas
2530,Bandera,"62,073",Texas
2531,Bastrop,"47,331",Texas
2532,Baylor,"62,964",Texas
2533,Bee,"37,156",Texas
2534,Bell,"51,898",Texas
2535,Bexar,"57,096",Texas
2536,Blanco,"78,045",Texas
2537,Borden,"155,670",Texas
2538,Bosque,"57,123",Texas
2539,Bowie,"51,132",Texas
2540,Brazoria,"60,088",Texas
2541,Brazos,"50,236",Texas
2542,Brewster,"58,475",Texas
2543,Briscoe,"62,907",Texas
2544,Brooks,"45,257",Texas
2545,Brown,"49,825",Texas
2546,Burleson,"61,181",Texas
2547,Burnet,"67,112",Texas
2548,Caldwell,"44,202",Texas
2549,Calhoun,"59,827",Texas
2550,Callahan,"54,394",Texas
2551,Cameron,"38,523",Texas
2552,Camp,"50,426",Texas
2553,Carson,"61,595",Texas
2554,Cass,"49,130",Texas
2555,Castro,"108,479",Texas
2556,Chambers,"65,907",Texas
2557,Cherokee,"46,221",Texas
2558,Childress,"44,285",Texas
2559,Clay,"57,095",Texas
2560,Cochran,"49,855",Texas
2561,Coke,"56,377",Texas
2562,Coleman,"62,085",Texas
2563,Collin,"86,860",Texas
2564,Collingsworth,"58,742",Texas
2565,Colorado,"64,084",Colorado
2566,Comal,"77,224",Colorado
2567,Comanche,"55,417",Colorado
2568,Concho,"41,175",Colorado
2569,Cooke,"62,126",Colorado
2570,Coryell,"39,462",Colorado
2571,Cottle,"106,885",Colorado
2572,Crane,"57,616",Colorado
2573,Crockett,"68,799",Colorado
2574,Crosby,"55,085",Colorado
2575,Culberson,"96,410",Colorado
2576,Dallam,"82,618",Colorado
2577,Dallas,"79,626",Colorado
2578,Dawson,"54,953",Colorado
2579,Deaf Smith,"75,549",Colorado
2580,Delta,"49,467",Colorado
2581,Denton,"77,733",Colorado
2582,DeWitt,"77,489",Colorado
2583,Dickens,"56,301",Colorado
2584,Dimmit,"55,714",Colorado
2585,Donley,"52,905",Colorado
2586,Duval,"52,669",Colorado
2587,Eastland,"56,246",Colorado
2588,Ector,"58,961",Colorado
2589,Edwards,"82,497",Colorado
2590,Ellis,"57,977",Colorado
2591,El Paso,"46,753",Colorado
2592,Erath,"53,610",Colorado
2593,Falls,"47,110",Colorado
2594,Fannin,"49,380",Colorado
2595,Fayette,"72,230",Colorado
2596,Fisher,"62,676",Colorado
2597,Floyd,"51,829",Colorado
2598,Foard,"65,386",Colorado
2599,Fort Bend,"73,855",Colorado
2600,Franklin,"56,987",Colorado
2601,Freestone,"47,097",Colorado
2602,Frio,"41,270",Colorado
2603,Gaines,"56,478",Colorado
2604,Galveston,"64,574",Colorado
2605,Garza,"49,585",Colorado
2606,Gillespie,"93,310",Colorado
2607,Glasscock,"132,049",Colorado
2608,Goliad,"62,484",Colorado
2609,Gonzales,"64,553",Colorado
2610,Gray,"53,508",Colorado
2611,Grayson,"55,946",Colorado
2612,Gregg,"59,997",Colorado
2613,Grimes,"44,487",Colorado
2614,Guadalupe,"58,644",Colorado
2615,Hale,"45,103",Colorado
2616,Hall,"49,814",Colorado
2617,Hamilton,"70,580",Colorado
2618,Hansford,"103,818",Colorado
2619,Hardeman,"60,392",Colorado
2620,Hardin,"56,424",Colorado
2621,Harris,"73,862",Colorado
2622,Harrison,"50,269",Colorado
2623,Hartley,"107,013",Colorado
2624,Haskell,"53,538",Colorado
2625,Hays,"64,671",Colorado
2626,Hemphill,"90,724",Colorado
2627,Henderson,"52,297",Colorado
2628,Hidalgo,"34,373",Colorado
2629,Hill,"52,054",Colorado
2630,Hockley,"53,348",Colorado
2631,Hood,"66,521",Colorado
2632,Hopkins,"55,098",Colorado
2633,Houston,"53,657",Colorado
2634,Howard,"66,751",Colorado
2635,Hudspeth,"41,438",Colorado
2636,Hunt,"50,287",Colorado
2637,Hutchinson,"52,596",Colorado
2638,Irion,"85,857",Colorado
2639,Jack,"52,599",Colorado
2640,Jackson,"54,702",Colorado
2641,Jasper,"53,205",Colorado
2642,Jeff Davis,"67,092",Colorado
2643,Jefferson,"50,131",Colorado
2644,Jim Hogg,"44,294",Colorado
2645,Jim Wells,"51,458",Colorado
2646,Johnson,"55,487",Colorado
2647,Jones,"41,722",Colorado
2648,Karnes,"83,442",Colorado
2649,Kaufman,"53,843",Colorado
2650,Kendall,"110,116",Colorado
2651,Kenedy,"45,802",Colorado
2652,Kent,"71,715",Colorado
2653,Kerr,"69,038",Colorado
2654,Kimble,"59,148",Colorado
2655,King,"139,825",Colorado
2656,Kinney,"44,642",Colorado
2657,Kleberg,"49,333",Colorado
2658,Knox,"52,798",Colorado
2659,Lamar,"51,936",Colorado
2660,Lamb,"63,169",Colorado
2661,Lampasas,"62,665",Colorado
2662,La Salle,"50,247",Colorado
2663,Lavaca,"71,664",Colorado
2664,Lee,"59,542",Colorado
2665,Leon,"62,631",Colorado
2666,Liberty,"44,184",Colorado
2667,Limestone,"52,196",Colorado
2668,Lipscomb,"141,712",Colorado
2669,Live Oak,"50,483",Colorado
2670,Llano,"72,121",Colorado
2671,Loving,"223,419",Colorado
2672,Lubbock,"54,313",Colorado
2673,Lynn,"65,814",Colorado
2674,McCulloch,"53,630",Colorado
2675,McLennan,"53,941",Colorado
2676,McMullen,"117,599",Colorado
2677,Madison,"45,527",Colorado
2678,Marion,"52,570",Colorado
2679,Martin,"107,395",Colorado
2680,Mason,"63,450",Colorado
2681,Matagorda,"53,090",Colorado
2682,Maverick,"41,009",Colorado
2683,Medina,"52,854",Colorado
2684,Menard,"52,791",Colorado
2685,Midland,"144,532",Colorado
2686,Milam,"51,236",Colorado
2687,Mills,"58,522",Colorado
2688,Mitchell,"40,541",Colorado
2689,Montague,"50,251",Colorado
2690,Montgomery,"78,644",Colorado
2691,Moore,"61,988",Colorado
2692,Morris,"50,538",Colorado
2693,Motley,"55,185",Colorado
2694,Nacogdoches,"50,541",Colorado
2695,Navarro,"46,891",Colorado
2696,Newton,"44,866",Colorado
2697,Nolan,"56,320",Colorado
2698,Nueces,"56,833",Colorado
2699,Ochiltree,"72,100",Colorado
2700,Oldham,"89,268",Colorado
2701,Orange,"51,982",Colorado
2702,Palo Pinto,"54,995",Colorado
2703,Panola,"60,434",Colorado
2704,Parker,"74,009",Colorado
2705,Parmer,"77,006",Colorado
2706,Pecos,"49,691",Colorado
2707,Polk,"49,945",Colorado
2708,Potter,"58,933",Colorado
2709,Presidio,"65,420",Colorado
2710,Rains,"44,559",Colorado
2711,Randall,"60,604",Colorado
2712,Reagan,"71,887",Colorado
2713,Real,"61,576",Colorado
2714,Red River,"55,403",Colorado
2715,Reeves,"76,555",Colorado
2716,Refugio,"57,772",Colorado
2717,Roberts,"64,762",Colorado
2718,Robertson,"58,609",Colorado
2719,Rockwall,"77,307",Colorado
2720,Runnels,"55,707",Colorado
2721,Rusk,"47,312",Colorado
2722,Sabine,"47,303",Colorado
2723,San Augustine,"58,852",Colorado
2724,San Jacinto,"47,030",Colorado
2725,San Patricio,"53,429",Colorado
2726,San Saba,"48,235",Colorado
2727,Schleicher,"61,904",Colorado
2728,Scurry,"54,065",Colorado
2729,Shackelford,"91,109",Colorado
2730,Shelby,"64,203",Colorado
2731,Sherman,"173,932",Colorado
2732,Smith,"66,887",Colorado
2733,Somervell,"62,988",Colorado
2734,Starr,"32,785",Colorado
2735,Stephens,"49,206",Colorado
2736,Sterling,"71,876",Colorado
2737,Stonewall,"95,644",Colorado
2738,Sutton,"75,645",Colorado
2739,Swisher,"85,037",Colorado
2740,Tarrant,"65,765",Colorado
2741,Taylor,"58,181",Colorado
2742,Terrell,"66,721",Colorado
2743,Terry,"49,822",Colorado
2744,Throckmorton,"53,588",Colorado
2745,Titus,"52,359",Colorado
2746,Tom Green,"65,314",Colorado
2747,Travis,"91,887",Colorado
2748,Trinity,"49,195",Colorado
2749,Tyler,"44,662",Colorado
2750,Upshur,"46,654",Colorado
2751,Upton,"88,874",Colorado
2752,Uvalde,"55,211",Colorado
2753,Val Verde,"50,112",Colorado
2754,Van Zandt,"48,399",Colorado
2755,Victoria,"58,912",Colorado
2756,Walker,"35,913",Colorado
2757,Waller,"55,463",Colorado
2758,Ward,"67,647",Colorado
2759,Washington,"73,880",Washington
2760,Webb,"42,757",Washington
2761,Wharton,"55,902",Washington
2762,Wheeler,"54,067",Washington
2763,Wichita,"55,278",Washington
2764,Wilbarger,"67,115",Washington
2765,Willacy,"35,832",Washington
2766,Williamson,"72,828",Washington
2767,Wilson,"59,578",Washington
2768,Winkler,"75,821",Washington
2769,Wise,"59,092",Washington
2770,Wood,"50,764",Washington
2771,Yoakum,"61,028",Washington
2772,Young,"69,691",Washington
2773,Zapata,"34,154",Washington
2774,Zavala,"47,333",Washington
2775,Beaver,"39,982",Utah
2776,Box Elder,"50,990",Utah
2777,Cache,"50,603",Utah
2778,Carbon,"49,335",Utah
2779,Daggett,"52,788",Utah
2780,Davis,"62,449",Utah
2781,Duchesne,"51,352",Utah
2782,Emery,"42,317",Utah
2783,Garfield,"53,930",Utah
2784,Grand,"77,028",Utah
2785,Iron,"42,301",Utah
2786,Juab,"52,701",Utah
2787,Kane,"53,294",Utah
2788,Millard,"49,823",Utah
2789,Morgan,"71,630",Utah
2790,Piute,"61,075",Utah
2791,Rich,"52,239",Utah
2792,Salt Lake,"71,787",Utah
2793,San Juan,"38,753",Utah
2794,Sanpete,"43,717",Utah
2795,Sevier,"46,183",Utah
2796,Summit,"259,993",Utah
2797,Tooele,"50,274",Utah
2798,Uintah,"41,619",Utah
2799,Utah,"57,619",Utah
2800,Wasatch,"92,354",Utah
2801,Washington,"54,405",Washington
2802,Wayne,"56,495",Washington
2803,Weber,"55,832",Washington
2804,Addison,"64,395",Vermont
2805,Bennington,"65,638",Vermont
2806,Caledonia,"53,640",Vermont
2807,Chittenden,"76,222",Vermont
2808,Essex,"47,952",Vermont
2809,Franklin,"57,298",Vermont
2810,Grand Isle,"74,532",Vermont
2811,Lamoille,"68,121",Vermont
2812,Orange,"59,235",Vermont
2813,Orleans,"55,293",Vermont
2814,Rutland,"61,702",Vermont
2815,Washington,"73,602",Washington
2816,Windham,"59,401",Washington
2817,Windsor,"72,177",Washington
2818,Accomack,"52,443",Virginia
2819,Amelia,"54,587",Virginia
2820,Amherst,"47,385",Virginia
2821,Appomattox,"47,873",Virginia
2822,Arlington,"124,345",Virginia
2823,Bath,"77,195",Virginia
2824,Bedford,"57,877",Virginia
2825,Bland,"46,796",Virginia
2826,Botetourt,"64,012",Virginia
2827,Brunswick,"45,693",Virginia
2828,Buchanan,"49,335",Virginia
2829,Buckingham,"39,823",Virginia
2830,Caroline,"54,299",Virginia
2831,Charles City,"61,647",Virginia
2832,Charlotte,"47,697",Virginia
2833,Chesterfield,"66,800",Virginia
2834,Clarke,"82,974",Virginia
2835,Craig,"50,734",Virginia
2836,Culpeper,"60,129",Virginia
2837,Cumberland,"48,063",Virginia
2838,Dickenson,"44,423",Virginia
2839,Essex,"55,859",Virginia
2840,Fauquier,"86,886",Virginia
2841,Floyd,"53,008",Virginia
2842,Fluvanna,"57,422",Virginia
2843,Franklin,"55,820",Virginia
2844,Giles,"53,100",Virginia
2845,Gloucester,"61,214",Virginia
2846,Goochland,"125,932",Virginia
2847,Grayson,"40,784",Virginia
2848,Greene,"55,760",Virginia
2849,Halifax,"47,960",Virginia
2850,Hanover,"77,005",Virginia
2851,Henrico,"77,783",Virginia
2852,Highland,"50,924",Virginia
2853,Isle of Wight,"69,100",Virginia
2854,King and Queen,"59,339",Virginia
2855,King George,"65,579",Virginia
2856,King William,"57,290",Virginia
2857,Lancaster,"82,071",Virginia
2858,Lee,"41,822",Virginia
2859,Loudoun,"102,229",Virginia
2860,Louisa,"52,957",Virginia
2861,Lunenburg,"41,578",Virginia
2862,Madison,"60,259",Virginia
2863,Mathews,"72,439",Virginia
2864,Mecklenburg,"49,625",Virginia
2865,Middlesex,"66,200",Virginia
2866,Nelson,"67,990",Virginia
2867,New Kent,"124,129",Virginia
2868,Northampton,"65,814",Virginia
2869,Northumberland,"64,899",Virginia
2870,Nottoway,"46,746",Virginia
2871,Orange,"62,886",Virginia
2872,Page,"49,221",Virginia
2873,Patrick,"42,956",Virginia
2874,Powhatan,"72,006",Virginia
2875,Prince Edward,"42,333",Virginia
2876,Pulaski,"51,836",Virginia
2877,Rappahannock,"89,727",Virginia
2878,Richmond,"44,081",Virginia
2879,Russell,"43,189",Virginia
2880,Scott,"43,448",Virginia
2881,Shenandoah,"56,651",Virginia
2882,Smyth,"48,244",Virginia
2883,Stafford,"68,098",Virginia
2884,Surry,"55,365",Virginia
2885,Sussex,"39,253",Virginia
2886,Tazewell,"48,157",Virginia
2887,Warren,"59,324",Virginia
2888,Westmoreland,"53,452",Virginia
2889,Wythe,"47,343",Virginia
2890,Alexandria,"115,144",Virginia
2891,Chesapeake,"62,736",Virginia
2892,Hampton,"52,364",Virginia
2893,Newport News,"50,764",Virginia
2894,Norfolk,"51,434",Virginia
2895,Portsmouth,"48,985",Virginia
2896,Richmond,"76,912",Virginia
2897,Roanoke,"56,075",Virginia
2898,Suffolk,"66,130",Virginia
2899,Virginia Beach,"72,091",Virginia
2900,Albemarle + Charlottesville,"102,987",Virginia
2901,Alleghany + Covington,"49,149",Virginia
2902,"Augusta, Staunton + Waynesboro","55,929",Virginia
2903,Campbell + Lynchburg,"48,550",Virginia
2904,Carroll + Galax,"47,671",Virginia
2905,"Dinwiddie, Colonial Heights + Petersburg","49,623",Virginia
2906,"Fairfax, Fairfax City + Falls Church","108,855",Virginia
2907,Frederick + Winchester,"65,119",Virginia
2908,Greensville + Emporia,"42,214",Virginia
2909,Henry + Martinsville,"50,015",Virginia
2910,James City + Williamsburg,"81,761",Virginia
2911,Montgomery + Radford,"49,735",Virginia
2912,Pittsylvania + Danville,"48,769",Virginia
2913,Prince George + Hopewell,"42,550",Virginia
2914,"Prince William, Manassas + Manassas Park","68,164",Virginia
2915,Roanoke + Salem,"63,792",Virginia
2916,"Rockbridge, Buena Vista + Lexington","51,661",Virginia
2917,Rockingham + Harrisonburg,"51,573",Virginia
2918,Southampton + Franklin,"53,011",Virginia
2919,Spotsylvania + Fredericksburg,"65,590",Virginia
2920,Washington + Bristol,"50,667",Virginia
2921,Wise + Norton,"44,131",Virginia
2922,York + Poquoson,"73,221",Virginia
2923,Adams,"52,466",Washington
2924,Asotin,"57,199",Washington
2925,Benton,"56,969",Washington
2926,Chelan,"68,356",Washington
2927,Clallam,"60,321",Washington
2928,Clark,"69,318",Washington
2929,Columbia,"62,070",Washington
2930,Cowlitz,"57,947",Washington
2931,Douglas,"51,926",Washington
2932,Ferry,"47,534",Washington
2933,Franklin,"48,029",Washington
2934,Garfield,"57,405",Washington
2935,Grant,"49,727",Washington
2936,Grays Harbor,"49,968",Washington
2937,Island,"70,094",Washington
2938,Jefferson,"68,457",Washington
2939,King,"122,235",Washington
2940,Kitsap,"73,841",Washington
2941,Kittitas,"60,053",Washington
2942,Klickitat,"57,126",Washington
2943,Lewis,"59,759",Washington
2944,Lincoln,"51,607",Washington
2945,Mason,"54,701",Washington
2946,Okanogan,"52,446",Washington
2947,Pacific,"50,282",Washington
2948,Pend Oreille,"52,605",Washington
2949,Pierce,"65,188",Washington
2950,San Juan,"93,395",Washington
2951,Skagit,"67,173",Washington
2952,Skamania,"67,073",Washington
2953,Snohomish,"75,320",Washington
2954,Spokane,"58,630",Washington
2955,Stevens,"49,484",Washington
2956,Thurston,"65,892",Washington
2957,Wahkiakum,"54,133",Washington
2958,Walla Walla,"56,420",Washington
2959,Whatcom,"62,095",Washington
2960,Whitman,"48,522",Washington
2961,Yakima,"51,488",Washington
2962,Barbour,"42,530",West Virginia
2963,Berkeley,"54,940",West Virginia
2964,Boone,"43,398",West Virginia
2965,Braxton,"42,520",West Virginia
2966,Brooke,"53,325",West Virginia
2967,Cabell,"54,209",West Virginia
2968,Calhoun,"44,580",West Virginia
2969,Clay,"41,070",West Virginia
2970,Doddridge,"40,875",West Virginia
2971,Fayette,"47,212",West Virginia
2972,Gilmer,"38,947",West Virginia
2973,Grant,"47,890",West Virginia
2974,Greenbrier,"50,142",West Virginia
2975,Hampshire,"46,417",West Virginia
2976,Hancock,"53,854",West Virginia
2977,Hardy,"43,439",West Virginia
2978,Harrison,"63,351",West Virginia
2979,Jackson,"48,978",West Virginia
2980,Jefferson,"66,514",West Virginia
2981,Kanawha,"61,400",West Virginia
2982,Lewis,"46,994",West Virginia
2983,Lincoln,"38,761",West Virginia
2984,Logan,"46,862",West Virginia
2985,McDowell,"35,813",West Virginia
2986,Marion,"51,911",West Virginia
2987,Marshall,"51,767",West Virginia
2988,Mason,"44,435",West Virginia
2989,Mercer,"48,086",West Virginia
2990,Mineral,"49,484",West Virginia
2991,Mingo,"39,157",West Virginia
2992,Monongalia,"58,418",West Virginia
2993,Monroe,"42,813",West Virginia
2994,Morgan,"45,801",West Virginia
2995,Nicholas,"44,299",West Virginia
2996,Ohio,"67,565",Ohio
2997,Pendleton,"52,532",Ohio
2998,Pleasants,"53,911",Ohio
2999,Pocahontas,"53,487",Ohio
3000,Preston,"44,252",Ohio
3001,Putnam,"58,105",Ohio
3002,Raleigh,"51,780",Ohio
3003,Randolph,"48,669",Ohio
3004,Ritchie,"57,425",Ohio
3005,Roane,"41,660",Ohio
3006,Summers,"46,136",Ohio
3007,Taylor,"52,597",Ohio
3008,Tucker,"57,622",Ohio
3009,Tyler,"62,069",Ohio
3010,Upshur,"45,382",Ohio
3011,Wayne,"44,163",Ohio
3012,Webster,"34,445",Ohio
3013,Wetzel,"47,984",Ohio
3014,Wirt,"44,759",Ohio
3015,Wood,"58,971",Ohio
3016,Wyoming,"37,028",Wyoming
3017,Adams,"46,249",Wisconsin
3018,Ashland,"49,350",Wisconsin
3019,Barron,"60,564",Wisconsin
3020,Bayfield,"55,598",Wisconsin
3021,Brown,"65,199",Wisconsin
3022,Buffalo,"57,210",Wisconsin
3023,Burnett,"51,815",Wisconsin
3024,Calumet,"61,851",Wisconsin
3025,Chippewa,"56,815",Wisconsin
3026,Clark,"50,617",Wisconsin
3027,Columbia,"67,169",Wisconsin
3028,Crawford,"51,946",Wisconsin
3029,Dane,"77,996",Wisconsin
3030,Dodge,"55,856",Wisconsin
3031,Door,"78,073",Wisconsin
3032,Douglas,"52,634",Wisconsin
3033,Dunn,"50,772",Wisconsin
3034,Eau Claire,"60,575",Wisconsin
3035,Florence,"66,422",Wisconsin
3036,Fond du Lac,"60,018",Wisconsin
3037,Forest,"49,367",Wisconsin
3038,Grant,"53,781",Wisconsin
3039,Green,"65,549",Wisconsin
3040,Green Lake,"53,073",Wisconsin
3041,Iowa,"61,591",Iowa
3042,Iron,"56,207",Iowa
3043,Jackson,"52,237",Iowa
3044,Jefferson,"58,374",Iowa
3045,Juneau,"49,419",Iowa
3046,Kenosha,"60,599",Iowa
3047,Kewaunee,"58,406",Iowa
3048,La Crosse,"62,336",Iowa
3049,Lafayette,"55,006",Iowa
3050,Langlade,"53,770",Iowa
3051,Lincoln,"56,296",Iowa
3052,Manitowoc,"57,585",Iowa
3053,Marathon,"62,707",Iowa
3054,Marinette,"53,841",Iowa
3055,Marquette,"51,068",Iowa
3056,Menominee,"42,070",Iowa
3057,Milwaukee,"60,114",Iowa
3058,Monroe,"52,978",Iowa
3059,Oconto,"55,183",Iowa
3060,Oneida,"60,846",Iowa
3061,Outagamie,"64,867",Iowa
3062,Ozaukee,"104,780",Iowa
3063,Pepin,"64,105",Iowa
3064,Pierce,"61,101",Iowa
3065,Polk,"57,391",Iowa
3066,Portage,"57,490",Iowa
3067,Price,"55,355",Iowa
3068,Racine,"62,570",Iowa
3069,Richland,"53,743",Iowa
3070,Rock,"56,319",Iowa
3071,Rusk,"55,836",Iowa
3072,St. Croix,"70,354",Iowa
3073,Sauk,"66,107",Iowa
3074,Sawyer,"54,542",Iowa
3075,Shawano,"51,974",Iowa
3076,Sheboygan,"63,878",Iowa
3077,Taylor,"50,834",Iowa
3078,Trempealeau,"52,737",Iowa
3079,Vernon,"52,023",Iowa
3080,Vilas,"65,477",Iowa
3081,Walworth,"67,665",Iowa
3082,Washburn,"58,092",Iowa
3083,Washington,"73,187",Washington
3084,Waukesha,"91,766",Washington
3085,Waupaca,"56,482",Washington
3086,Waushara,"48,666",Washington
3087,Winnebago,"60,180",Washington
3088,Wood,"56,746",Washington
3089,Albany,"54,052",Wyoming
3090,Big Horn,"50,641",Wyoming
3091,Campbell,"62,147",Wyoming
3092,Carbon,"68,521",Wyoming
3093,Converse,"70,943",Wyoming
3094,Crook,"63,785",Wyoming
